Category,Level1,Level2,Level3,Level4,Level5,Federal,,GovXFer,State,Local,Total
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.452,b,,,,0.452
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.409,b,,,,0.409
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.053,b,,,,0.053
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.445,b,,,,0.445
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.107,b,,,,0.107
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.159,b,,,,0.159
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.664,b,,,,0.664
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.158,b,,,,0.158
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.129,b,,,,0.129
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.052,b,,,,0.052
#NAME?,Education,Education not definable by level,Research and general education aids (503),Research and general education aids (503),Research and general education aids (503),0.26,b,,,,0.26
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),12.147,b,,,,12.147
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.102,b,,,,0.102
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),2.919,b,,,,2.919
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.612,b,,,,0.612
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.156,b,,,,0.156
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.351,b,,,,0.351
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.078,b,,,,0.078
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),1.854,b,,,,1.854
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.632,b,,,,0.632
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.793,b,,,,0.793
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.925,b,,,,0.925
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.182,b,,,,0.182
#NAME?,Education,Education not definable by level,Training and employment (504),Training and employment (504),Training and employment (504),0.615,b,,,,0.615
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.115,b,,,,0.115
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.233,b,,,,0.233
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.549,b,,,,0.549
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.101,b,,,,0.101
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.082,b,,,,0.082
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.357,b,,,,0.357
#NAME?,Education,Education not definable by level,Other labor services (505),Other labor services (505),Other labor services (505),0.288,b,,,,0.288
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.137,b,,,,0.137
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.215,b,,,,0.215
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),3.292,b,,,,3.292
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.084,b,,,,0.084
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.209,b,,,,0.209
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.266,b,,,,0.266
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.536,b,,,,0.536
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),-0.209,b,,,,-0.209
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.181,b,,,,0.181
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.068,b,,,,0.068
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.063,b,,,,0.063
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.47,b,,,,0.47
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),1.792,b,,,,1.792
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),9.463,b,,,,9.463
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),0.379,b,,,,0.379
#NAME?,Education,Education not definable by level,Social services (506),Social services (506),Social services (506),1.756,b,,,,1.756
"--Current Operations - Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)",Education,Education not definable by level,"Current Operations  Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)","Current Operations  Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)","Current Operations  Educational Scholarships, Assistance, and Subsidies (Disc. 2005) (E19)",0,,0,0,0,0
#NAME?,Education,Education not definable by level,Current Operations  State Education  Other (E21),Current Operations  State Education  Other (E21),Current Operations  State Education  Other (E21),0,g,0,16.4,0,16.4
#NAME?,Education,Education not definable by level,Current Operations  Libraries (E52),Current Operations  Libraries (E52),Current Operations  Libraries (E52),0,g,0,0.4,9.4,9.8
#NAME?,Education,Education not definable by level,Construction  State Education  Other (F21),Construction  State Education  Other (F21),Construction  State Education  Other (F21),0,g,0,0.9,0,0.9
#NAME?,Education,Education not definable by level,Construction  Libraries (F52),Construction  Libraries (F52),Construction  Libraries (F52),0,g,0,0,0.8,0.8
#NAME?,Education,Education not definable by level,Other Capital Outlay  State Education  Other (G21),Other Capital Outlay  State Education  Other (G21),Other Capital Outlay  State Education  Other (G21),0,g,0,0.2,0,0.2
#NAME?,Education,Education not definable by level,Other Capital Outlay  Libraries (G52),Other Capital Outlay  Libraries (G52),Other Capital Outlay  Libraries (G52),0,g,0,0,0.5,0.6
#NAME?,Education,Education not definable by level,Assistance and Subsidies  State Scholarships and Other Subsidies  Education (J19),Assistance and Subsidies  State Scholarships and Other Subsidies  Education (J19),Assistance and Subsidies  State Scholarships and Other Subsidies  Education (J19),0,g,0,26.9,0,26.9
#NAME?,Education,Subsidiary services to education,,,,0,,0,0,0,0
-R&D Education,Education,R&D Education,,,,0,,0,0,0,0
#NAME?,Education,Education n.e.c.,,,,0,,0,0,0,0
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.156,b,,,,-0.156
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.082,b,,,,-0.082
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.068,b,,,,-0.068
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.097,b,,,,-0.097
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.087,b,,,,-0.087
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.213,b,,,,-0.213
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.322,b,,,,-0.322
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.37,b,,,,-0.37
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),-0.055,b,,,,-0.055
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),41.696,b,,,,41.696
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),1.482,b,,,,1.482
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),0.304,b,,,,0.304
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),9.65,b,,,,9.65
#NAME?,Defense,Military defense,Department of Defense  Military (051),Department of Defense  Military (051),Department of Defense  Military (051),0.309,b,,,,0.309
